,PID,Longitude,Latitude,Neighborhood,Address,NeighborhoodFullname,Directions,BldgType,GarageCars
1994,907227100,-93.683169,42.021737,CollgCr,218 ROCKWELL AVE,College Creek,South West,1Fam,2.0
1995,907227110,-93.68317,42.021788,CollgCr,212 ROCKWELL AVE,College Creek,South West,1Fam,1.0
1996,907227290,-93.68351,42.020843,CollgCr,301 ROCKWELL AVE,College Creek,South West,1Fam,2.0
1997,907227300,-93.683309,42.020991,CollgCr,307 ROCKWELL AVE,College Creek,South West,1Fam,1.0
1998,907230240,-93.681378,42.021785,Landmrk,501 SMILEY AVE,Landmark Villas,Downtown,Twnhs,2.0
1999,907250020,-93.68786,42.018735,CollgCr,505 SMILEY AVE,College Creek,South West,1Fam,2.0
2000,907250030,-93.687859,42.018662,CollgCr,509 SMILEY AVE,College Creek,South West,1Fam,3.0
2001,907250050,-93.687856,42.018518,CollgCr,517 SMILEY AVE,College Creek,South West,1Fam,3.0
2002,907250070,-93.687819,42.017109,CollgCr,5115 CLEMENS BLVD,College Creek,South West,1Fam,3.0
2003,907251090,-93.687704,42.018412,CollgCr,522 SMILEY AVE,College Creek,South West,1Fam,2.0
2004,907251100,-93.687703,42.01834,CollgCr,526 SMILEY AVE,College Creek,South West,1Fam,2.0
2005,907252020,-93.686575,42.018424,CollgCr,4939 HEMINGWAY DR,College Creek,South West,1Fam,2.0
2006,907252050,-93.686288,42.018664,CollgCr,4927 HEMINGWAY DR,College Creek,South West,1Fam,2.0
2007,907252060,-93.686218,42.018722,CollgCr,4923 HEMINGWAY DR,College Creek,South West,1Fam,2.0
2008,907252120,-93.685523,42.019069,CollgCr,4831 HEMINGWAY DR,College Creek,South West,1Fam,2.0
2009,907252190,-93.682805,42.018849,CollgCr,4717 HEMINGWAY DR,College Creek,South West,1Fam,2.0
2010,907252210,-93.68269,42.018847,CollgCr,4707 HEMINGWAY DR,College Creek,South West,1Fam,2.0
2011,907252220,-93.682623,42.01877,CollgCr,4701 HEMINGWAY DR,College Creek,South West,1Fam,2.0
2012,907253060,-93.686189,42.018354,CollgCr,4916 HEMINGWAY DR,College Creek,South West,1Fam,3.0
2013,907253110,-93.684227,42.018709,CollgCr,4812 HEMINGWAY DR,College Creek,South West,1Fam,2.0
2014,907253130,-93.682983,42.018703,CollgCr,4730 HEMINGWAY DR,College Creek,South West,1Fam,3.0
2015,907254020,-93.684396,42.017598,CollgCr,519 POE CIR,College Creek,South West,1Fam,3.0
2016,907254050,-93.684421,42.017854,CollgCr,505 POE CIR,College Creek,South West,1Fam,2.0
2017,907254090,-93.682718,42.018006,CollgCr,4709 CLEMENS BLVD,College Creek,South West,1Fam,2.0
2018,907255010,-93.685504,42.017055,CollgCr,527 BROWN CT,College Creek,South West,1Fam,2.0
2019,907255020,-93.685572,42.01727,CollgCr,521 BROWN CT,College Creek,South West,1Fam,2.0
2020,907255030,-93.685569,42.017484,CollgCr,515 BROWN CT,College Creek,South West,1Fam,3.0
2021,907255050,-93.685697,42.018188,CollgCr,503 BROWN CT,College Creek,South West,1Fam,3.0
2022,907255060,-93.68522,42.018186,CollgCr,502 BROWN CT,College Creek,South West,1Fam,3.0
2023,907260010,-93.686644,42.016975,CollgCr,5002 CLEMENS BLVD,College Creek,South West,1Fam,2.0
2024,907260030,-93.686744,42.016973,CollgCr,5014 CLEMENS BLVD,College Creek,South West,1Fam,2.0
2025,907260040,-93.686795,42.016973,CollgCr,5020 CLEMENS BLVD,College Creek,South West,1Fam,2.0
2026,907260050,-93.687786,42.016961,CollgCr,5110 CLEMENS BLVD,College Creek,South West,1Fam,2.0
2027,907262020,-93.68675,42.016212,CollgCr,5007 KEATS ST,College Creek,South West,1Fam,2.0
2028,907262030,-93.686982,42.016207,CollgCr,5013 KEATS ST,College Creek,South West,1Fam,2.0
2029,907262050,-93.687764,42.016121,CollgCr,5025 KEATS ST,College Creek,South West,1Fam,2.0
2030,907262060,-93.688193,42.016341,CollgCr,801 TENNYSON AVE,College Creek,South West,1Fam,2.0
2031,907262070,-93.687674,42.014435,CollgCr,805 TENNYSON AVE,College Creek,South West,1Fam,2.0
2032,907262080,-93.687675,42.014494,CollgCr,809 TENNYSON AVE,College Creek,South West,1Fam,2.0
2033,907265010,-93.685673,42.016978,CollgCr,4920 CLEMENS BLVD,College Creek,South West,1Fam,2.0
2034,907265030,-93.685571,42.016979,CollgCr,4908 CLEMENS BLVD,College Creek,South West,1Fam,3.0
2035,907265100,-93.683856,42.016709,CollgCr,619 POE AVE,College Creek,South West,1Fam,2.0
2036,907270040,-93.683813,42.0172,CollgCr,608 POE AVE,College Creek,South West,1Fam,2.0
2037,907270050,-93.683718,42.016904,CollgCr,614 POE AVE,College Creek,South West,1Fam,3.0
2038,907275010,-93.67915,42.0181479,CollgCr,4500 HEMINGWAY DR,College Creek,South West,1Fam,2.0
2039,907275030,-93.679147,42.01869,CollgCr,4512 HEMINGWAY DR,College Creek,South West,1Fam,2.0
2040,907275080,-93.679583,42.018564,CollgCr,4539 HEMINGWAY DR,College Creek,South West,1Fam,2.0
2041,907275090,-93.680706,42.018875,CollgCr,4605 HEMINGWAY DR,College Creek,South West,1Fam,2.0
2042,907275140,-93.681109,42.018866,CollgCr,4633 HEMINGWAY DR,College Creek,South West,1Fam,2.0
2043,907275150,-93.681196,42.018864,CollgCr,4639 HEMINGWAY DR,College Creek,South West,1Fam,2.0
2044,907280040,-93.680864,42.018721,CollgCr,4616 HEMINGWAY DR,College Creek,South West,1Fam,2.0
2045,907280090,-93.6800822,42.0185298,CollgCr,4519 HEMINGWAY DR,College Creek,South West,1Fam,2.0
2046,907280100,-93.679805,42.018017,CollgCr,4521 CLEMENS BLVD,College Creek,South West,1Fam,3.0
2047,907280170,-93.681343,42.018006,CollgCr,4619 CLEMENS BLVD,College Creek,South West,1Fam,2.0
2048,907285010,-93.681479,42.017856,CollgCr,4630 CLEMENS BLVD,College Creek,South West,1Fam,3.0
2049,907285020,-93.681411,42.017856,CollgCr,4624 CLEMENS BLVD,College Creek,South West,1Fam,2.0
2050,907285040,-93.681274,42.017856,CollgCr,4612 CLEMENS BLVD,College Creek,South West,1Fam,2.0
2051,907285050,-93.680782,42.017856,CollgCr,4606 CLEMENS BLVD,College Creek,South West,1Fam,2.0
2052,907285080,-93.67994,42.017866,CollgCr,4532 CLEMENS BLVD,College Creek,South West,1Fam,2.0
2053,907285100,-93.679803,42.017867,CollgCr,4520 CLEMENS BLVD,College Creek,South West,1Fam,2.0
2054,907290020,-93.682686,42.017858,CollgCr,609 SHELLEY AVE,College Creek,South West,1Fam,2.0
2055,907290040,-93.682686,42.017749,CollgCr,621 SHELLEY AVE,College Creek,South West,1Fam,2.0
2056,907290070,-93.68218,42.016819,CollgCr,4626 WEBSTER ST,College Creek,South West,1Fam,2.0
2057,907290080,-93.681895,42.017186,CollgCr,4620 WEBSTER ST,College Creek,South West,1Fam,2.0
2058,907290090,-93.68167,42.016797,CollgCr,4614 WEBSTER ST,College Creek,South West,1Fam,2.0
2059,907290140,-93.681085,42.016277,CollgCr,4617 TWAIN ST,College Creek,South West,TwnhsE,2.0
2060,907290150,-93.681121,42.016277,CollgCr,4619 TWAIN ST,College Creek,South West,TwnhsE,2.0
2061,907290160,-93.681191,42.016275,CollgCr,4623 TWAIN ST,College Creek,South West,TwnhsE,2.0
2062,907290170,-93.681227,42.016275,CollgCr,4625 TWAIN ST,College Creek,South West,TwnhsE,2.0
2063,907290180,-93.681297,42.016274,CollgCr,4629 TWAIN ST,College Creek,South West,TwnhsE,2.0
2064,907290210,-93.681439,42.016271,CollgCr,4637 TWAIN ST,College Creek,South West,TwnhsE,2.0
2065,907290230,-93.683728,42.016252,CollgCr,4709 TWAIN ST,College Creek,South West,TwnhsE,2.0
2066,907290240,-93.6837,42.016253,CollgCr,4715 TWAIN ST,College Creek,South West,TwnhsE,2.0
2067,907290250,-93.68369,42.016254,CollgCr,4717 TWAIN ST,College Creek,South West,TwnhsE,2.0
2068,907295020,-93.679505,42.017854,CollgCr,606 DOYLE AVE,College Creek,South West,1Fam,2.0
2069,907295040,-93.679505,42.017753,CollgCr,618 DOYLE AVE,College Creek,South West,1Fam,2.0
2070,907295100,-93.68031,42.016262,CollgCr,4551 TWAIN CIR,College Creek,South West,Duplex,3.0
2071,907401050,-93.687684,42.015914,CollgCr,905 TENNYSON AVE,College Creek,South West,1Fam,2.0
2072,907401060,-93.687684,42.015974,CollgCr,909 TENNYSON AVE,College Creek,South West,1Fam,2.0
2073,907401080,-93.687685,42.016092,CollgCr,917 TENNYSON AVE,College Creek,South West,1Fam,2.0
2074,907401090,-93.687922,42.01404,CollgCr,5020 WALLER ST,College Creek,South West,1Fam,2.0
2075,907405020,-93.687825,42.014549,CollgCr,812 TENNYSON AVE,College Creek,South West,1Fam,2.0
2076,907405030,-93.687826,42.014636,CollgCr,818 TENNYSON AVE,College Creek,South West,1Fam,2.0
2077,907405130,-93.686903,42.014038,CollgCr,827 MILLER AVE,College Creek,South West,1Fam,2.0
2078,907405140,-93.686931,42.013952,CollgCr,821 MILLER AVE,College Creek,South West,1Fam,2.0
2079,907410040,-93.684089,42.014109,CollgCr,903 POE AVE,College Creek,South West,1Fam,2.0
2080,907410050,-93.684137,42.014823,CollgCr,839 POE AVE,College Creek,South West,1Fam,2.0
2081,907410080,-93.684015,42.014092,CollgCr,821 POE AVE,College Creek,South West,1Fam,2.0
2082,907410100,-93.684116,42.015793,CollgCr,809 POE AVE,College Creek,South West,1Fam,2.0
2083,907410130,-93.684115,42.016468,CollgCr,705 POE AVE,College Creek,South West,1Fam,3.0
2084,907412010,-93.685369,42.01397,CollgCr,4919 WALLER ST,College Creek,South West,1Fam,2.0
2085,907412020,-93.685333,42.013957,CollgCr,4915 WALLER ST,College Creek,South West,1Fam,2.0
2086,907412040,-93.685207,42.013912,CollgCr,4901 WALLER ST,College Creek,South West,1Fam,2.0
2087,907412070,-93.684451,42.013641,CollgCr,4817 WALLER ST,College Creek,South West,1Fam,2.0
2088,907412080,-93.684397,42.013622,CollgCr,4811 WALLER ST,College Creek,South West,1Fam,2.0
2089,907412090,-93.684343,42.013603,CollgCr,4805 WALLER ST,College Creek,South West,1Fam,2.0
2090,907414020,-93.686051,42.014054,CollgCr,4914 WALLER ST,College Creek,South West,1Fam,2.0
2091,907414030,-93.685961,42.014023,CollgCr,4908 WALLER ST,College Creek,South West,1Fam,2.0
2092,907414060,-93.684714,42.013576,CollgCr,4824 WALLER ST,College Creek,South West,1Fam,2.0
2093,907414070,-93.684625,42.013544,CollgCr,4818 WALLER ST,College Creek,South West,1Fam,2.0
2094,907414080,-93.684536,42.013512,CollgCr,4812 WALLER ST,College Creek,South West,1Fam,2.0
2095,907418010,-93.683435,42.015975,CollgCr,804 POE AVE,College Creek,South West,1Fam,3.0
2096,907418040,-93.683435,42.015368,CollgCr,822 POE AVE,College Creek,South West,1Fam,2.0
2097,907420040,-93.6843,42.013392,CollgCr,1026 POE AVE,College Creek,South West,1Fam,2.0
2098,907420060,-93.684271,42.013467,CollgCr,1014 POE AVE,College Creek,South West,1Fam,2.0
2099,907420080,-93.6838447,42.0138316,CollgCr,1002 POE AVE,College Creek,South West,1Fam,2.0
2100,907420090,-93.683758,42.014593,CollgCr,922 POE AVE,College Creek,South West,1Fam,2.0
2101,907420110,-93.683732,42.01469,CollgCr,908 POE AVE,College Creek,South West,1Fam,2.0
2102,907425010,-93.683127,42.015927,CollgCr,4716 TWAIN ST,College Creek,South West,TwnhsE,2.0
2103,907425015,-93.682991,42.015927,CollgCr,4714 TWAIN ST,College Creek,South West,TwnhsE,2.0
2104,907425030,-93.681436,42.016121,CollgCr,4636 TWAIN ST,College Creek,South West,TwnhsE,2.0
2105,907425035,-93.681401,42.016122,CollgCr,4634 TWAIN ST,College Creek,South West,TwnhsE,2.0
2106,908102020,-93.678267,42.0195855,Edwards,308 SOUTH DAKOTA AVE,Edwards,South West,1Fam,2.0
2107,908102030,-93.678303,42.01975,Edwards,304 SOUTH DAKOTA AVE,Edwards,South West,1Fam,0.0
2108,908102040,-93.678304,42.019937,Edwards,234 SOUTH DAKOTA AVE 236,Edwards,South West,Duplex,0.0
2109,908102050,-93.678305,42.020123,Edwards,228 SOUTH DAKOTA AVE,Edwards,South West,1Fam,2.0
2110,908102060,-93.6783313,42.0203585,Edwards,224 SOUTH DAKOTA AVE,Edwards,South West,1Fam,1.0
2111,908102100,-93.6783521,42.0210331,Edwards,202 SOUTH DAKOTA AVE,Edwards,South West,1Fam,2.0
2112,908102110,-93.677482,42.021245,Edwards,4404 TODD DR,Edwards,South West,1Fam,1.0
2113,908102130,-93.677553,42.021041,Edwards,213 TODD CIR,Edwards,South West,Duplex,0.0
2114,908102140,-93.677551,42.020905,Edwards,221 TODD CIR,Edwards,South West,1Fam,1.0
2115,908102170,-93.677545,42.020635,Edwards,237 TODD CIR,Edwards,South West,1Fam,1.0
2116,908102260,-93.677407,42.021244,Edwards,208 TODD CIR,Edwards,South West,1Fam,1.0
2117,908102270,-93.677407,42.021246,Edwards,202 TODD CIR,Edwards,South West,1Fam,2.0
2118,908102290,-93.676372,42.021219,Edwards,207 ABRAHAM DR,Edwards,South West,1Fam,1.0
2119,908102320,-93.676369,42.020995,Edwards,231 ABRAHAM DR,Edwards,South West,1Fam,2.0
2120,908102330,-93.676361,42.020342,Edwards,301 ABRAHAM DR,Edwards,South West,1Fam,2.0
2121,908103090,-93.676222,42.021221,Edwards,206 ABRAHAM DR,Edwards,South West,1Fam,2.0
2122,908103260,-93.673447,42.019997,Edwards,4117 APLIN RD,Edwards,South West,1Fam,2.0
2123,908103280,-93.673571,42.019996,Edwards,4125 APLIN RD,Edwards,South West,1Fam,2.0
2124,908103310,-93.675297,42.020592,Edwards,200 WELLONS DR 202,Edwards,South West,Duplex,0.0
2125,908103350,-93.675268,42.020306,Edwards,215 WELLONS DR,Edwards,South West,1Fam,1.0
2126,908127040,-93.671455,42.021195,Edwards,205 DOTSON DR,Edwards,South West,1Fam,1.0
2127,908127050,-93.671454,42.021113,Edwards,211 DOTSON DR,Edwards,South West,1Fam,1.0
2128,908127060,-93.671454,42.02103,Edwards,217 DOTSON DR,Edwards,South West,1Fam,2.0
2129,908127070,-93.671453,42.020893,Edwards,227 DOTSON DR,Edwards,South West,1Fam,2.0
2130,908127100,-93.673197,42.019926,Edwards,4025 APLIN RD,Edwards,South West,Duplex,0.0
2131,908127120,-93.673137,42.02099,Edwards,220 BEEDLE DR,Edwards,South West,1Fam,0.0
2132,908128050,-93.671443,42.019861,Edwards,311 DOTSON DR,Edwards,South West,1Fam,2.0
2133,908128060,-93.672234,42.018988,Edwards,4003 MARIGOLD DR,Edwards,South West,1Fam,2.0
2134,908128100,-93.672379,42.01899,Edwards,4019 MARIGOLD DR,Edwards,South West,1Fam,2.0
2135,908128110,-93.672408,42.018991,Edwards,4023 MARIGOLD DR,Edwards,South West,1Fam,2.0
2136,908130020,-93.671304,42.021168,Edwards,206 DOTSON DR,Edwards,South West,1Fam,0.0
2137,908151040,-93.675294,42.018852,Edwards,413 WELLONS CIR,Edwards,South West,1Fam,2.0
2138,908151050,-93.6755239,42.0186549,Edwards,417 WELLONS DR,Edwards,South West,1Fam,2.0
2139,908152035,-93.6739723,42.0196717,Edwards,4114 APLIN RD,Edwards,South West,1Fam,1.0
2140,908152060,-93.6747048,42.0196959,Edwards,4126 APLIN RD,Edwards,South West,1Fam,2.0
2141,908152070,-93.67525,42.019902,Edwards,300 WELLONS DR,Edwards,South West,1Fam,1.0
2142,908152110,-93.675173,42.018912,Edwards,414 WELLONS DR,Edwards,South West,1Fam,2.0
2143,908152180,-93.674327,42.01917,Edwards,407 JEFFREY LN 409,Edwards,South West,Duplex,2.0
2144,908152270,-93.673251,42.01883,Edwards,415 BEEDLE DR,Edwards,South West,1Fam,2.0
2145,908152280,-93.673253,42.018873,Edwards,409 BEEDLE DR,Edwards,South West,1Fam,2.0
2146,908152290,-93.67318,42.018922,Edwards,403 BEEDLE DR,Edwards,South West,1Fam,2.0
2147,908154040,-93.676608,42.017026,Edwards,4303 COCHRANE PKWY,Edwards,South West,1Fam,3.0
2148,908154080,-93.675582,42.017386,Edwards,4205 COCHRANE PKWY,Edwards,South West,1Fam,2.0
2149,908154205,-93.676241,42.016642,Edwards,4302 COCHRANE PKWY,Edwards,South West,1Fam,3.0
2150,908178050,-93.671612,42.018648,Edwards,4002 MARIGOLD DR,Edwards,South West,1Fam,2.0
2151,908186040,-93.670627,42.018898,Edwards,3905 MARIGOLD DR,Edwards,South West,TwnhsE,2.0
2152,908186050,-93.670587,42.018973,Edwards,3901 MARIGOLD DR,Edwards,South West,TwnhsE,2.0
2153,908186060,-93.670025,42.018961,Edwards,3833 MARIGOLD DR,Edwards,South West,TwnhsE,2.0
2154,908186080,-93.669952,42.01896,Edwards,3825 MARIGOLD DR,Edwards,South West,TwnhsE,2.0
2155,908186090,-93.669927,42.018959,Edwards,3821 MARIGOLD DR,Edwards,South West,TwnhsE,2.0
2156,908188110,-93.670063,42.018813,Edwards,3838 MARIGOLD DR,Edwards,South West,Twnhs,2.0
2157,908188120,-93.670039,42.018812,Edwards,3834 MARIGOLD DR,Edwards,South West,Twnhs,2.0
2158,908188130,-93.669985,42.01881,Edwards,3830 MARIGOLD DR,Edwards,South West,Twnhs,2.0
2159,908188140,-93.66996,42.01881,Edwards,3826 MARIGOLD DR,Edwards,South West,Twnhs,2.0
2160,908188150,-93.669924,42.018809,Edwards,3820 MARIGOLD DR,Edwards,South West,TwnhsE,2.0
2161,908201040,-93.664779,42.022478,Edwards,117 S FRANKLIN AVE 119,Edwards,South West,1Fam,0.0
2162,908201120,-93.6653819,42.020394,Edwards,3411 TRIPP ST 3413,Edwards,South West,Duplex,0.0
2163,908203090,-93.666315,42.019423,Edwards,302 VILLAGE DR,Edwards,South West,1Fam,1.0
2164,908203100,-93.6663375,42.019629,Edwards,308 VILLAGE DR,Edwards,South West,1Fam,0.0
2165,908204090,-93.665737,42.018965,Edwards,278 VILLAGE DR,Edwards,South West,1Fam,1.0
2166,908204160,-93.665562,42.019544,Edwards,238 VILLAGE DR 240,Edwards,South West,Duplex,0.0
2167,908204180,-93.664768,42.020062,Edwards,3412 TRIPP ST 3414,Edwards,South West,Duplex,0.0
2168,908208020,-93.66751,42.020196,Edwards,301 SUNFLOWER DR,Edwards,South West,1Fam,2.0
2169,908225170,-93.661895,42.020112,Edwards,3319 TRIPP ST,Edwards,South West,2fmCon,0.0
2170,908225180,-93.661951,42.02011,Edwards,3323 TRIPP ST,Edwards,South West,1Fam,1.0
2171,908225240,-93.663509,42.020783,Edwards,223 HILLTOP RD,Edwards,South West,1Fam,1.0
2172,908225290,-93.664685,42.020321,Edwards,210 S FRANKLIN AVE,Edwards,South West,1Fam,1.0
2173,908225320,-93.664841,42.021793,Edwards,148 S FRANKLIN AVE,Edwards,South West,1Fam,1.0
2174,908225370,-93.6644556,42.0217997,Edwards,126 S FRANKLIN AVE,Edwards,South West,1Fam,1.0
2175,908226130,-93.660168,42.021583,Edwards,3223 LETTIE ST,Edwards,South West,2fmCon,1.0
2176,908226180,-93.661542,42.022655,Edwards,110 S WILMOTH AVE,Edwards,South West,1Fam,0.0
2177,908228010,-93.660303,42.021436,Edwards,3232 LETTIE ST,Edwards,South West,1Fam,1.0
2178,908228040,-93.660119,42.021432,Edwards,3218 LETTIE ST,Edwards,South West,1Fam,1.0
2179,908229020,-93.659191,42.021496,Edwards,203 STATE AVE,Edwards,South West,1Fam,0.0
2180,908250030,-93.664812,42.019004,Edwards,409 S FRANKLIN AVE,Edwards,South West,1Fam,2.0
2181,908250040,-93.664925,42.01797,Edwards,3413 COY ST,Edwards,South West,1Fam,0.0
2182,908250090,-93.665829,42.017962,Edwards,3505 COY ST,Edwards,South West,1Fam,1.0
2183,908275040,-93.6644024,42.01822,Edwards,402 S FRANKLIN AVE 404,Edwards,South West,Duplex,0.0
2184,908275090,-93.664821,42.01965,Edwards,304 S FRANKLIN AVE,Edwards,South West,1Fam,1.0
2185,908275110,-93.664336,42.019381,Edwards,246 S FRANKLIN AVE,Edwards,South West,1Fam,1.0
2186,908275130,-93.664506,42.0198028,Edwards,234 S FRANKLIN AVE,Edwards,South West,1Fam,1.0
2187,908275180,-93.663479,42.019959,Edwards,317 HILLTOP RD,Edwards,South West,1Fam,1.0
2188,908275200,-93.66346,42.018943,Edwards,403 HILLTOP RD,Edwards,South West,1Fam,1.0
2189,908275220,-93.663458,42.018848,Edwards,411 HILLTOP RD,Edwards,South West,1Fam,2.0
2190,908275280,-93.66345,42.018541,Edwards,437 HILLTOP RD,Edwards,South West,1Fam,1.0
2191,908275290,-93.661995,42.017727,Edwards,3334 MORNINGSIDE ST,Edwards,South West,1Fam,2.0
2192,908275300,-93.661944,42.017726,Edwards,3330 MORNINGSIDE ST,Edwards,South West,1Fam,1.0
2193,908276230,-93.663329,42.019937,Edwards,318 HILLTOP RD,Edwards,South West,1Fam,1.0
2194,909100080,-93.655762,42.022674,SWISU,2816 LINCOLN WAY,South & West of ISU,South West,1Fam,1.0
2195,909100110,-93.655653,42.022702,SWISU,109 S HYLAND AVE,South & West of ISU,South West,1Fam,1.0
2196,909100150,-93.6558,42.02224,Edwards,2827 WOOD ST,Edwards,South West,1Fam,1.0
2197,909100170,-93.656681,42.022238,Edwards,2905 WOOD ST,Edwards,South West,1Fam,0.0
2198,909101010,-93.657963,42.022092,Edwards,3008 WOOD ST,Edwards,South West,1Fam,2.0
2199,909101050,-93.656753,42.022089,Edwards,2912 WOOD ST,Edwards,South West,1Fam,1.0
2200,909101060,-93.656735,42.022089,Edwards,2910 WOOD ST,Edwards,South West,1Fam,0.0
2201,909101070,-93.656718,42.022089,Edwards,2908 WOOD ST,Edwards,South West,1Fam,1.0
2202,909101100,-93.656664,42.022088,Edwards,2902 WOOD ST,Edwards,South West,1Fam,1.0
2203,909101140,-93.655674,42.022091,Edwards,2812 WOOD ST,Edwards,South West,1Fam,2.0
2204,909101180,-93.655851,42.0214496,SWISU,213 S HYLAND AVE,South & West of ISU,South West,2fmCon,0.0
2205,909101190,-93.65564,42.02197,SWISU,217 S HYLAND AVE,South & West of ISU,South West,1Fam,1.0
2206,909101330,-93.659043,42.021559,Edwards,202 STATE AVE,Edwards,South West,1Fam,1.0
2207,909103020,-93.655631,42.020871,Edwards,2812 ARBOR ST,Edwards,South West,1Fam,1.0
2208,909129100,-93.652027,42.019713,SWISU,315 HAYWARD AVE,South & West of ISU,South West,1Fam,1.0
2209,909131125,-93.648562,42.020286,SWISU,301 STANTON AVE,South & West of ISU,South West,2fmCon,0.0
2210,909131170,-93.64856,42.019986,SWISU,327 STANTON AVE,South & West of ISU,South West,1Fam,1.0
2211,909175030,-93.651811,42.018837,SWISU,421 HAYWARD AVE,South & West of ISU,South West,1Fam,1.0
2212,909175050,-93.65181,42.018715,SWISU,429 HAYWARD AVE,South & West of ISU,South West,1Fam,1.0
2213,909175080,-93.651786,42.017564,SWISU,507 HAYWARD AVE,South & West of ISU,South West,1Fam,1.0
2214,909175100,-93.651785,42.017413,SWISU,517 HAYWARD AVE,South & West of ISU,South West,1Fam,2.0
2215,909176140,-93.650321,42.017737,SWISU,2521 LITTLE ST,South & West of ISU,South West,1Fam,1.0
2216,909176150,-93.6514413,42.0177987,SWISU,436 HAYWARD AVE,South & West of ISU,South West,1Fam,2.0
2217,909176170,-93.65181,42.018761,SWISU,426 HAYWARD AVE 428,South & West of ISU,South West,Duplex,0.0
2218,909176180,-93.651285,42.018282,SWISU,422 HAYWARD AVE,South & West of ISU,South West,1Fam,1.0
2219,909177100,-93.6507568,42.0163944,SWISU,2509 STORM ST 2511,South & West of ISU,South West,Duplex,0.0
2220,909177120,-93.651635,42.017083,SWISU,538 HAYWARD AVE,South & West of ISU,South West,1Fam,1.0
2221,909178160,-93.64857,42.016921,SWISU,609 STANTON AVE,South & West of ISU,South West,1Fam,1.0
2222,909179020,-93.651669,42.016182,SWISU,601 HAYWARD AVE,South & West of ISU,South West,1Fam,2.0
2223,909250030,-93.64678,42.019091,SWISU,2326 KNAPP ST,South & West of ISU,South West,1Fam,0.0
2224,909250040,-93.646748,42.019092,SWISU,2324 KNAPP ST,South & West of ISU,South West,1Fam,2.0
2225,909250060,-93.646683,42.019093,SWISU,2320 KNAPP ST,South & West of ISU,South West,1Fam,1.0
2226,909250070,-93.646619,42.019093,SWISU,2316 KNAPP ST,South & West of ISU,South West,1Fam,1.0
2227,909250080,-93.646555,42.019094,SWISU,2312 KNAPP ST,South & West of ISU,South West,1Fam,1.0
2228,909250120,-93.646438,42.01895,Crawfor,419 LYNN AVE,Crawford,South West,1Fam,1.0
2229,909250150,-93.646624,42.01804,Crawfor,2317 BAKER ST,Crawford,South West,1Fam,1.0
2230,909250160,-93.646688,42.018039,Crawfor,2321 BAKER ST,Crawford,South West,1Fam,1.0
2231,909250200,-93.648417,42.018808,SWISU,428 STANTON AVE,South & West of ISU,South West,1Fam,1.0
2232,909250210,-93.648416,42.018857,SWISU,424 STANTON AVE,South & West of ISU,South West,1Fam,0.0
2233,909250220,-93.648414,42.018931,SWISU,418 STANTON AVE,South & West of ISU,South West,1Fam,2.0
2234,909251030,-93.646817,42.017888,Crawfor,2328 BAKER ST,Crawford,South West,1Fam,1.0
2235,909251040,-93.64672,42.017889,Crawfor,2322 BAKER ST,Crawford,South West,1Fam,1.0
2236,909251050,-93.646655,42.017889,Crawfor,2318 BAKER ST,Crawford,South West,1Fam,2.0
2237,909251080,-93.646438,42.01791,Crawfor,507 LYNN AVE,Crawford,South West,1Fam,1.0
2238,909251090,-93.646438,42.017834,Crawfor,515 LYNN AVE,Crawford,South West,1Fam,2.0
2239,909251170,-93.648429,42.017835,SWISU,512 STANTON AVE,South & West of ISU,South West,1Fam,1.0
2240,909252010,-93.6461654,42.018921,SWISU,2238 KNAPP ST,South & West of ISU,South West,1Fam,1.0
2241,909252020,-93.6459433,42.0189256,SWISU,2234 KNAPP ST,South & West of ISU,South West,1Fam,2.0
2242,909252110,-93.6447083,42.0176853,Crawfor,509 ASH AVE,Crawford,South West,1Fam,1.0
2243,909252150,-93.644544,42.017103,Crawfor,2217 DONALD ST,Crawford,South West,1Fam,1.0
2244,909252170,-93.644669,42.017106,Crawfor,2225 DONALD ST,Crawford,South West,1Fam,1.0
2245,909252220,-93.646288,42.01789,Crawfor,508 LYNN AVE,Crawford,South West,1Fam,2.0
2246,909253010,-93.646881,42.016943,Crawfor,2332 DONALD ST,Crawford,South West,1Fam,2.0
2247,909253180,-93.648419,42.016835,SWISU,618 STANTON AVE,South & West of ISU,South West,1Fam,1.0
2248,909253190,-93.64842,42.016887,SWISU,612 STANTON AVE,South & West of ISU,South West,1Fam,1.0
2249,909254010,-93.644704,42.016957,Crawfor,2226 DONALD ST,Crawford,South West,1Fam,1.0
2250,909254050,-93.6447134,42.0168678,Crawfor,603 ASH AVE,Crawford,South West,1Fam,1.0
2251,909254070,-93.6447118,42.0165794,Crawfor,611 ASH AVE,Crawford,South West,1Fam,1.0
2252,909254090,-93.6447083,42.0162813,Crawfor,619 ASH AVE,Crawford,South West,1Fam,1.0
2253,909254100,-93.644511,42.016216,Crawfor,2215 STORM ST,Crawford,South West,1Fam,1.0
2254,909254130,-93.644698,42.016217,Crawfor,2227 STORM ST,Crawford,South West,1Fam,1.0
2255,909254140,-93.64476,42.016217,Crawfor,2231 STORM ST,Crawford,South West,1Fam,1.0
2256,909254150,-93.646289,42.016853,Crawfor,620 LYNN AVE,Crawford,South West,1Fam,2.0
2257,909256010,-93.648415,42.016086,SWISU,714 STANTON AVE,South & West of ISU,South West,1Fam,1.0
